Titulo,Idioma,Sinopsis,Fecha_estreno,Popularidad,Numero_votos,Promedio_votos,Presupuesto,Ingresos,Duracion,Generos,Pais_ estreno,Clasificacion,Director,Reparto,Lugares_ rodaje,Subgeneros
7th Day,Ingles,"A pervert, murderer, and hopeless romantic, Allen Dean is on a 7-day journey to discovery his real true love. He is torn between Denise the waitress, who he believes he loves, and his first true love, murder.",2013-10-29,1.58,4,4.8,0,0,80,Horror,USA,NOT RATED,Jason M. Koch,Chaka Balamani|Helenmary Ball|Alex Barone|Christie Beran|Michael Brecher|Richard Cutting|Jessy Danner|Josh Davidson|Charlie Dreizen|Jessica Felice|Daisy Gibb|Lucas Koch|Nicolette le Faye|Mark S. Sanders|Carl Stevens,Desconocido,Terror puro
Into the Forest,Ingles,Into the Forest follows three paranormal Youtubers on what should have been a simple documentary in the woods but quickly becomes a journey into heart-stopping horror.,2019-06-22,1.577,3,5.0,0,0,67,Horror,France,NOT RATED,Gilles Marchand,Jérémie Elkaïm|Timothé Vom Dorp|Théo Van de Voorde|Mika Zimmerman|Mireille Perrier|Sophie Quinton|Kristell Bizien|Marite Mibalo Johansson|Anders Eriksson|Freddy Rasch-Olsen|Emil Roos Lindgren|Fredrik Carlsson|Anna Åström|Viktor Lundin|Jesper Höglund,Desconocido,Terror puro
The Midnight Game,Ingles,"A partying teen and her friends decide to perform an ancient pagan ritual found online called 'The Midnight Game': Candles are lit. A drop of blood is spilled. Their worst fears are confessed and an entity is summoned. But if the rules are not followed exactly, punishment is promised. Tonight, the game is not being taken seriously. A demonic horror has been unleashed. And now, even daylight cannot stop the nightmares that may destroy them all.",2013-03-02,1.575,12,3.5,0,0,74,"Horror, Thriller",USA,R,A.D. Calvo,Guy Wilson|Valentina de Angelis|Deborah Twiss|Renee Olstead|Shelby Young|Spencer Daniels|Luz Alexandra Ramos|Robert Romanus|Ben Chester|Susan DeVaney,"Connecticut, USA",Slasher
The Cabining,Ingles,"Todd and Bruce head to a remote artists retreat to pen a horror script. After they arrive, they find the perfect script when other artists are killed off in gruesome ways.",2014-05-03,1.575,9,5.7,0,0,83,"Horror, Thriller",USA,UNRATED,Steve Kopera,Mike Kopera|Bo Keister|Angela Relucio|Melissa Mars|Luce Rains|Richard Riehle|Mark Rademacher|Chuck Saale|Joseph Barone|Jackson Thompson|Alice Sherman|Peter M. Howard|Blake Silver|Robin Dionne|Ian Michaels,"Michigan, USA",Slasher
Demon Baby,Ingles,"A young couple looking to rekindle a damaged relationship retreat to the remote Scottish Highlands. They are haunted by their past, their surroundings and each other.",2014-01-01,1.568,16,3.9,0,0,0,"Horror, Thriller",USA,NOT RATED,Coz Greenop,Carina Birrell|David Wayman|Cameron Jack|Anya Nixon|Bhasker Patel|Lee Phillips|Theodore Wightman,Desconocido,Slasher
"Silent Night, Bloody Night : The Homecoming",Ingles,"The abandoned home of Wilfred Butler, a wealthy but troubled man who committed suicide in 1987, has been willed to his grandson, Jeffrey. The house has sat in disarray since Wilfred's death, standing in the way of developers who want to turn the property into residential homes. Just before Christmas 2012, many years after Wilfred's death, Jeffrey and his lawyer appear in town to negotiate the sale of the property. But an Axe wielding maniac has set up residence in the house, and he doesn't take kindly to strangers.",2013-10-20,1.565,8,2.4,0,0,78,Horror,UK,NOT RATED,James Plumb,Adrienne King|Lee Bane|Rorie Stockton|Sule Rimi|Sabrina Dickens|Rosemary Smith|Philip Harvey|Richard Goss|Matthew Batte|David Beynon|Victor Ptak|Gary Knowles|Ceri Mears|Richard Burman|Scott Delap,"Bridgend, Wales, UK",Terror puro
Freak of Nurture,Ingles,"The story of a group of intoxicated lads driving to a music festival, who seriously injure a young nurse in a night time collision. They make matters far worse by trying to cover up their mistake by hastening the demise of their victim. This, they come to seriously regret as they realise the extent of their culpability and as an unseen killer proceeds to take brutal vengeance.",2015-01-01,1.565,2,4.3,0,0,99,"Drama, Horror, Thriller",UK,NOT RATED,John Hales,Anna Popplewell|Jack Derges|Danny Szam|Tom Bacon|Calvin Dean|Ian Weichardt|Mark Killeen|Natasha Joseph|Ray MacAllan|James Bartlett|Lynne Brenner|Jamie Brook|Emma Cliff|Sophie Colquhoun|Dermot Daly,"Birmingham, West Midlands, England, UK",Terror psicológico
Lyle,Ingles,A mother's grief over the death of her toddler leads to horror.,2014-07-28,1.563,12,4.0,0,0,65,"Drama, Horror",USA,NOT RATED,Stewart Thorndike,Gaby Hoffmann|Kim Allen|Ashlie Atkinson|Michael Che|Ingrid Jungermann|Wilben Roche|Rebecca Street,Desconocido,Terror psicológico
Life Raft,Ingles,"After their sailing boat mysteriously sinks, a group of friends, with no supplies and strange happenings, try to work together long enough to survive.",2016-07-21,1.563,1,1.0,0,0,81,"Horror, Science Fiction, Thriller",USA,NOT RATED,Todd Colby Pliss,Anne McDaniels|Kassie Johnston|Curtis Bechdholt|Kenneth Billings|Dennis Garr|Steve Stevens Jr.|Todd Colby Pliss|Mark Laursen|Chelsea Thompson|Richard Smith|Kassie Johnston|David Dinatale,"Ventura County, California, USA",Terror de ciencia ficción
Collapse,Ingles,The normal worries of a struggling small town farmer are blown away when the world is suddenly overrun by undead monsters. How can a good man protect and provide for his family in a hostile world without becoming a monster himself?,2012-04-14,1.558,10,6.0,625000,0,92,"Horror, Thriller",USA,NOT RATED,"Jason Bolinger, Insane Mike Saunders",Chris Mulkey|Karen Landry|Travis Slade Reinders|Linnea Quigley|Angela Gollan|Michael Cornelison|Travis Shepherd|Clint Curtis|Mike Tweeton|Ray H. Thompson|Justin Marxen|Ethan Henry|Troy Hollatz|Justin Beahm|Lauren Bartusek,"West Branch, Iowa, USA",Slasher
The House Across the Street,Ingles,"Amy has moved east from Kansas, determined to start a new life. She thinks she has found the perfect small quiet town, a great neighborhood on a quiet street. As she moves into her brand new apartment, eager to start a dream job, happy to befriend her neighbors, she finds out that not everything is as it seems, especially at the house across the street.",2013-04-10,1.558,7,5.9,0,0,90,"Horror, Thriller",USA,NOT RATED,Arthur Luhn,Ethan Embry|Eric Roberts|Courtney Gains|Alex Rocco|Kati Salowsky|Jessica Sonneborn|Josh Hammond|Nick Apostolides|Dakota Shepard|Michele Mortensen|Mathew Fisher|Lauren Laperriere|Lee Simonds|Greg Shea|Sara Murphy,"Boston, Massachusetts, USA",Slasher
Return to Blood Fart Lake,Ingles,"Many years have passed since the tragic events at Blood Fart Lake, where Jimmy dispatched a bunch of party going, cabin dwelling kids before he could be stopped by Ben Scrivens &amp; his red neck pal, Leo Dechamp. Now Jimmy has returned, this time preying on a group of ""Spirit Hunters"" searching for the truth to his killings, &amp; Ben must track down Leo before they're added to his list of victims!",2012-02-21,1.556,2,3.3,3000,0,72,Horror,USA,NOT RATED,Chris Seaver,Jesse Ames|Andrew Baltes|Billy Garberina|Bobby Hartsfield|Meredith Host|Jason McCall|Chris Seaver|Trevor Smith|Josh Suire|Lauren Van Deroef|Whitney VanHorn|Clark Westfield,Desconocido,Terror puro
Threesome,Tailandes,"Arpa Pawilai is appealingly cast as Som, an ordinary young woman who works as a movie make-up artist. Her longtime live-in boyfriend Rang is also in the business. But the handsome musclebound prop guy – always wearing tight, biceps-baring vest T-shirts – captures many adoring eyes, like that slutty actress, but also his straight-acting gay boss and just about anyone else with a pulse. Som has about had it with Rang being distracted by all the flirting.",2014-03-13,1.555,3,4.8,0,0,113,"Comedy, Horror, Romance",Thailand,NOT RATED,Tanwarin Sukkhapisit,Steven Foorer|Witwisit Hiranyawongkul|Arpa Pawilai|Chaiyapol Jullian Poupart|Theeradanai Suwannahom|Pawinee Wiriyachaikit,Desconocido,Terror cómico
Monsters in the Woods,Ingles,"A micro-budget movie crew treks into the wilderness to shoot horror scenes for their unsellable indie-drama. They soon find themselves in the midst of their own real horror movie, as they are hunted by a large group of creatures.",2012-02-11,1.552,6,1.8,30000,0,83,Horror,USA,NOT RATED,"J. Horton, J. Horton",Glenn Plummer|Lee Perkins|Linda Bella|Edward Hendershott|Claudia Perea|Blaine Cade|Gladys Otero|Paul Misko|Ashton Blanchard|Curt Mega|Richard Raad|Hilliary Barbour|Adam Brooks|Darnell Campbell|Vincent Cusimano,"Fawnskin, San Bernardino National Forest, California, USA",Terror puro
Cut/Print,Ingles,"A group of ambitious filmmakers set out to create the world's first reality horror movie. What ensues is a hellish game of cat and mouse as a cryptic filmmaker, known only as The Maestro, comes out from hiding in search of his ""perfect shot.""",2012-10-31,1.552,7,5.4,1000000,0,92,"Horror, Thriller",USA,UNRATED,Nathaniel Nose,Ele Bardha|Angela Chetcuti|Chelsey Fatula|Ken Foree|Tamara Frapasella|Randall Godwin|Gavin Heffernan|Janice Hewitt|Erik F. Hill|Joan Jack|Dave Marchant|Christian Mathis|Craig Meier|Michael Mili|Bryce Molacek,Desconocido,Slasher
Cord,Ingles,"On a post-apocalyptic world of never-ending winter, a sparse cast of outsiders live underground. Due to their unsanitary conditions, sexual contact has become dangerous. Masturbation has become the paradigm of sexual experience and an array of low-tech devices with this purpose has come into existence. In this bleak reality, Czuperski (a dealer of such machines) and Tania (a sex addict) make a deal: she will allow him to experiment new devices on her body in exchange of pleasure. Soon however, their relationship goes out of control.",2015-03-28,1.552,11,6.3,0,0,65,"Horror, Science Fiction",Colombia,NOT RATED,Pablo Gonzalez,Laura de Boer|Michael Schumacher|Christian Wewerka,"Berlin, Germany",Terror de ciencia ficción
Sheriff Tom Vs. The Zombies,Ingles,"One year after Mary Horror's rampage, Sheriff Tom has her spell book and wicked intentions of his own.",2013-04-20,1.551,2,5.5,0,0,93,Horror,USA,NOT RATED,Ryan Scott Weber,Joe Parascand|Jason Jackson|Kayt Supple|Ryan Scott Weber|Tom Brady|Kristen Accardi|Tazio Ruffilo|Jessica Mulcahy|Jeff Fetzko|Patrick Turner|Therese Crowley|Bradley Creanzo|Michael DeFellipo|Lloyd Kaufman|Brendan Mitchell,"Bernardsvile, New Jersey, USA",Terror puro
Horror Stories 2,Coreano,"In an insurance company, Yoon, who is an outsider, has a power to see people’s past and read their minds. Mr. Park, Yoon’s boss, assumes that she has some kind of special power, decides to test her ability. At very late night when everyone has gone home, Mr. Park brings Yoon to a storage room where there are full of case reports. Among them, Mr. Park picks three doubtful cases. He asks Yoon to tell him what exactly happened. Yoon, who senses some dark aura wandering around him, tells the story of each case. Every time Yoon finishes each case, the dark aura gets darker and bigger and Yoon tries to warn Mr. Park about it. Would Mr. Park able to escape from the dark aura?",2013-06-05,1.55,17,5.9,0,0,95,"Horror, Thriller",South Korea,NOT RATED,"Beom-sik Jeong, Hwi Kim, Sung-ho Kim",Jin-hee Baek|Kyung-pyo Go|Won-hee Im|In-sun Jung|Ji-won Kim|Ki-Cheon Kim|Seul-gi Kim|Se-yeong Lee|Soo-hyuk Lee|Sung-woong Park|Jun Sung,Desconocido,Slasher
The Door,Ingles,"Unemployed and broke, Owen is having a terrible week. It's not until he saves a wealthy Japanese businessman from a couple of thugs that Owen's luck begins to change. He's promised an easy job with very good pay. $500 a night. 5 nights a week. All Owen has to do is wear a uniform, sit in a chair and make sure that an ominous door is never opened. Following an unexpected late night visit, Owen soon finds himself stepping into the darkness, unsure if he will survive the night or escape the fate that waits for him behind The Door.",2014-10-14,1.547,11,4.7,0,0,81,Horror,Canada,NOT RATED,Patrick McBrearty,Alys Crocker|Sam Kantor|Matt O'Connor|Winny Clarke|Liv Collins|Jessie Yang|Len Silvini|Brian McDonald|Bela Kruglics|John Phillips|James Tyler|McKenzie Malcolm,Desconocido,Terror puro
Doll Face,Ingles,"When the beautiful yet timid Marmalade inherits her grandmother's palatial condo, there is an odd string attached: she must care for each and every doll in her grandmother's extensive collection, or lose her inheritance",2021-04-06,1.54,1,1.0,0,0,74,"Horror, Thriller",USA,NOT RATED,Tommy Faircloth,Debbie Rochon|Jason Vail|John Kap|Christian James|Kirsten Ray|Gunner Willis|Patrick G. Keenan|Suzie Haines|Elizabeth Mears|Leah Wiseman|Nick Alexander|JohnMichael Tabakian|Andrew Wicklum|Charles Starks|Vance Griswold,Desconocido,Slasher
Nightscape,Ingles,"In Nightscape, an emotionally guarded drifter, Kat (Galesh), crosses paths with a phantom car responsible for a wave of supernatural violence. The drifter must learn to trust again if she is to end a lifetime of bad luck and help her new found companions survive the growing chaos and carnage.",2012-11-11,1.53,7,4.3,0,0,85,"Action, Horror",Germany,NOT RATED,David W. Edwards,Brett Barron|Michael Biesanz|Dave Brown|Isaac Brown|Sailor Christopher|Morgan Elizabeth Cox|Tamara Duncan|David W. Edwards|Jesse Frola|Susan Funk|Emily Galash|Donovan James Gallardo|Greg Gilbert|Merrilin Gregoire|Raymond Gregoire,"Portland, Oregon, USA",Terror físico
Plan Z,Ingles,"One man has a plan for a zombie outbreak, when one occurs it will take all his will to stick to it and all of his courage to change it.",2016-03-19,1.53,14,4.5,3,0,90,Horror,USA,NOT RATED,Stuart Brennan,Stuart Brennan|Mark Paul Wake|Victoria Morrison|Eugene Horan|Terry Deary|Brooke Burfitt|Isabella Caley|Natalia Celino|Ion Ridge|Thomas Coombes|Samantha Hindman|Jim Sweeney|David Izatt|Farah Ahmed|Adel Ali,"London, England, UK",Terror puro
White Slaves of K-Town,Ingles,"On a shady side-street in Koreatown, a diabolical woman (Dawna Lee Heising) lures in beautiful homeless girls, junkies, speed freaks, illegal aliens, and the average ex-high school prom queen, simply down on her luck. It is in this deadly house of shame that these new victims will be enslaved, and sold on the flesh market.",2017-01-06,1.529,2,7.0,85000,0,74,Horror,USA,NOT RATED,"Felicity Yeung, Billy Hendrickson",Diana Prince|Dawna Lee Heising|Andy Dick|Joan Apperson|Mikhail Gabriel Curri|Walter Hochbrueckner|Kiera King|Art Roberts|Tony Schauf|Vera R. Taylor|Ashlyn Thompson|Adam Trash|Anthony Usewicz,"Hollywood, California, USA",Terror puro
Dark Exorcism,Ingles,A skeptical grad student and a renowned paranormal specialist investigate a potentially haunted home and the troubled woman inside whose affliction may be beyond the capacity of either of them.,2015-10-15,1.528,14,5.4,0,0,81,Horror,USA,NOT RATED,David Spaltro,Grace Folsom|Lynn Justinger|Fiona Horrigan|Catherine Cobb Ryan|Kayla Leasure|William Maloney|Aaron Mathias|Nikki Scheidt|Jesse R. Tendler|Hayden Wall,"New York City, New York, USA",Terror puro
Alien Domicile,Ingles,Five government contractors wake up to find themselves contained under the infamous Area 51. They are forced to confront a sinister government experiment and a horrifying Alien host.,2017-03-30,1.528,7,2.8,0,0,88,Horror,USA,NOT RATED,Kelly Schwarze,Elly Brown|Ashley Campbell|Sabrina Cofield|Will Edwards|Michael Monteiro|Eduard Osipov|Paul Tumpson|Michael Tushaus|Victoria Viveiros,"Las Vegas, Nevada, USA",Terror puro
Into the Outbreak,Ingles,"Macy and John are nearing the end of their relationship. Mandy and Steve just had a one night stand. Then an infectious outbreak starts turning people into cannibals. Now each of these survivors must deal with their issues as they attempt to survive the outbreak. Low on food, no law enforcement, infected cannibals eating people in the streets, fear grows of what is outside and what might come through the door next.",2017-01-01,1.528,1,2.0,0,0,83,"Horror, Science Fiction",USA,NOT RATED,Larry Rosen,Caroline Heinle|Janelle Engle|Meena Amani|Larry Rosen|Ed Bergtold|Deborah Twiss|Lloyd Kaufman|Nick Adamson|Dannah Basgall|Gianna-Leigh Bastar|Scott Churchson|Kasey Connolly|Chris J. Cullen|Nick Denning|Brandy Gardener,Desconocido,Terror de ciencia ficción
