original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name,titulos minuscula,Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget
Crush,Crush,en,"The story of a romantic encounter in the not-so-normal life of a girl named Sandra. A love letter to the films of David Cronenberg and Wes Anderson, this dark comedy explores the themes of young love, obsession, and pleasure.",,2015-09-21,,0.6,0,0.0,0,0,11,Released,False,,"Comedy, Horror",,,crush,Crush, Horror| Thriller,13-Mar-13,Belgium,PG-13,5.7,94 min,"Directed by Malik Bader. With Ashleigh Craig, Cody Hamilton, Lucas Till, Crystal Reed. A secret admirer's crush on a high school athlete takes a fatal turn.",Ashleigh Craig|Cody Hamilton|Lucas Till|Crystal Reed|Isaiah Mustafa|Dan Metcalfe|Derrick Kemp|Preston Davis|Mariah Buzolin|Sarah Bolger|Holt McCallany|Camille Guaty|Caitriona Balfe|Leigh Whannell|Reid Ewing,English,"Los Angeles, California, USA",
Z-Office,Z-Office,de,,,2017-03-01,,0.6,2,5.0,9000,0,0,Released,False,,"Action, Horror",,,zoffice,Z-Office, Action| Comedy| Horror,1-Mar-17,Germany,,5.1,47 min,"Directed by Douglas Stahl. With Nikolai Will, Alexandra Schiller, Klaus Thiel-Klenner, Florian Simbeck. 1986 - A weird disease is changing office employees into mindless aggressive Zombies but everything Karl cares about is that he may lose his beloved office desk job.",Nikolai Will|Alexandra Schiller|Klaus Thiel-Klenner|Florian Simbeck|Piet Baltissen|Daniel Bilstein|Marcus Boos|Heidi Choroba|Uwe Choroba|Maria Dück|Patricia Gotthardt-Priebe|Katharina Herrmann|José Hidalgo|Jacqueline Lang|Michael Langhals,German,,"  €6,000  "
Ilawod,Ilawod,tl,"A story of a family's breakdown in the midst of a demonic attack. Dennis, a reporter, accidentally invites the ilawod which is a water spirit into his home where it attaches to his son, Ben.",,2017-01-18,/9fwo2gaichxfZzUYDm9BT2Ohocj.jpg,0.6,1,7.0,0,0,95,Released,False,/ecbFvQzDmj26OJ8BMuTf1CQKsuK.jpg,Horror,,,ilawod,Ilawod, Horror,18-Jan-17,Philippines,,7.2,95 min,"Directed by Dan Villegas. With Nico Antonio, Harvey Bautista, Iza Calzado, Allan Forte. It is a story of a family's breakdown in the midst of a demonic attack. Dennis, a reporter, accidentally invites the ilawod which is a water spirit into his home where it attaches to his son, Ben.",Nico Antonio|Harvey Bautista|Iza Calzado|Allan Forte|Cherry Malvar|Therese Malvar|Xyriel Manabat|Josh Pagcaliwangan|Jeffrey Quizon|Ruby Ruiz|Joel Saracho|Ian Veneracion,Filipino|Tagalog,,"  PHP 26,000,000  "
Darkroom,Darkroom,tl,"A group of teenage friends who seeks the thrill of ghost-hunting, and stumbles upon an old camera. As they carelessly play with it, they unknowingly summon the demon that exists inside. The demon possesses one of them, thus setting off a chain of horrific events that could turn fatal for everyone.",,2017-01-18,/xQYS98IAmsFdue28fVmiiAKARPZ.jpg,0.6,0,0.0,0,0,95,Released,False,/uXbF7MdmSDERtck2Hc5dmbFY3Qm.jpg,Horror,,,darkroom,Darkroom, Drama| Horror,18-Jan-17,Philippines,,6.6,95 min,"Directed by Pedring Lopez. With Ella Cruz, Bret Jackson, AJ Muhlach, Donnalyn Bartolome.",Ella Cruz|Bret Jackson|AJ Muhlach|Donnalyn Bartolome|Andrew Muhlach|Rose Van Ginkel|Caleb Santos|Samantha Capulong|Jack Reid|Lander Vera-Perez|Abby Bautista,Filipino|Tagalog,,
Muska,Muska,tr,"Celal, 30ish year old writer at a magazine. He is fond of beautiful girls. After getting busted by his girlfriend with another girl,he kicked out from their apartment. He searches for a place to stay and searches a place to stay. He stops by an old, ruined house for a room for rent. He checks the room, he revolts from the mess. While leaving the house, he sees a beautiful girl is living next door... He changes his mind and hires the room. Unaware of strange things will happen in the house.",,2014-01-01,/f2UuTVDmcFkKh7NhGwppVlRkOO.jpg,0.6,4,1.8,0,0,78,Released,False,/dL1nIZcNQADrpFhnuvvNg4uIO8m.jpg,Horror,,,muska,Muska, Drama| Horror| Thriller,25-Jul-14,Turkey,,3.4,81 min,"Directed by Özkan Çelik. With Sezgin Erdemir, Tanju Tuncel, Asli Sahin, Taylan Güner. CELAL, 30ish year old writer at a magazine. He is fond of beautiful girls. After getting busted by his girlfriend with another girl,he kicked out from their apartment. He searches for a place to stay and searches a place to stay. He stops by an old, ruined house for a room for rent. He checks the room, he revolts from the mess. While leaving the house, he sees a beautiful girl is living next door...",Sezgin Erdemir|Tanju Tuncel|Asli Sahin|Taylan Güner|Hakan Karsak|Efe Karaman|Songul Aksoy|Orhan Albayrak|Meric Aral|Ada Baskan|Cuneyt Bilgin|Gokhan Dag|Adnan Dere|Semra Dilaverler|Cenk Dincsoy,Turkish,"Istanbul, Turkey","$200,000 "
Kalpana 2,Kalpana 2,kn,"Raghava has Nyctophobia. Raghava, who loves Nandhini, is a cinematographer for a TV channel and wants to shoot a fake haunted house, in order to increase TRP ratings. To their misfortune, they are haunted, not by one but by five ghosts.",,2016-07-15,,0.6,1,8.0,0,0,150,Released,False,,"Comedy, Horror",,,kalpana2,Kalpana 2, Comedy| Horror,15-Jul-16,India,,5.7,150 min,"Directed by R. Anantharaju. With Upendra, Avantika Shetty, Priyamani, Prakash Heggodu. Raghava has Nyctophobia. Raghava, who loves Nandhini, is a cinematographer for a TV channel and wants to shoot a fake haunted house, in order to increase TRP ratings. To their misfortune, they are haunted, not by one but by five ghosts.",Upendra|Avantika Shetty|Priyamani|Prakash Heggodu|Shobharaj|Ramesh Bhat|Tulasi Shivamani|Chitra Shenoy|Vinaya Prasad|Petrol Prasanna,Kannada,,"  INR 250,000,000  "
Nenek Gayung,Nenek Gayung,id,"A mysterious grandmother appears and soon becomes the talk of the town. Known as 'Nenek Gayung' because she always carries a water dipper (gayung) and a pandan mat, which she uses to bathe her sacrifices. Many believe that if you encounter 'Nenek Gayung', you must not look or talk to her as it is rumoured that many have met their deaths after doing so. Who is actually this 'Nenek Gayung'? What does she want? And how can you save yourself from her clutches?",,2012-04-19,,0.6,2,4.0,0,0,70,Released,False,,"Comedy, Horror",,,nenekgayung,Nenek gayung, Comedy| Horror,19-Apr-12,Indonesia,,3.8,79 min,"Directed by Nuri Dahlia. With Aden Bajaj, Isa Bajaj, Melky Bajaj, Nikita Mirzani.",Aden Bajaj|Isa Bajaj|Melky Bajaj|Nikita Mirzani|Kiki Moh|Yurike Prastica|Kartika Putri|Joe Richard|Yadi Sembako|Tata Sivek|Mudy Taylor|Zacky Zimah,Indonesian,,
The Slender Man,The Slender Man,en,Five college students go out into the nearby woods to have one last fling before graduation. Plans change when they start to find strange notes and are stalked by a mysterious faceless man.,Evil has no face.,2012-10-29,/lOuBdnRaJFamWgJcZYDyR4YLjLI.jpg,0.6,5,5.8,0,0,12,Released,False,,Horror,,,theslenderman,The Slender Man, Horror,18-Feb-13,USA,,3.8,78 min,"Directed by Anthony Meadows. With Adam Hartley, Madeleine Rouse, Eric Warrington, Bill Finkbiner. A tall, shadowy figure with a blank face and a suit is thought to be behind recent disappearances of children.",Adam Hartley|Madeleine Rouse|Eric Warrington|Bill Finkbiner|Colleen Malone|Sarah Baker|Collin Cudney|Kyle Cudney|Kylie Cudney|Alex Eads|Alan Cockerill,English,"St. Louis, Missouri, USA","$10,000 "
Blood Demon Rising,Blood Demon Rising,en,Two couples go to a Haunted House Amusement where the two girls are taken by a Demon that has been risen from hell and his henchman .,Night of the Virgin Sacrifice,2017-01-28,/fa1cxrhGILWKw7kvcyI17F6hZsu.jpg,0.6,2,4.0,0,0,93,Released,False,,"Horror, Thriller",,,blooddemonrising,Blood Demon Rising, Horror| Thriller,17-Feb-17,USA,,4.9,93 min,"Directed by Harry Tchinski. With Stephen Lestat, Logan Littlefield, Ronee Collins, Simone Leorin. Grimises Rising Two couples go to a Haunted House Amusement where the two girls are taken by a Demon that has been risen from hell and his henchman . The boys break in and try to risque them but are caught in the attempt. A Jesuit Priest sent by the church to investigate finds himself in the middle and battles the Demon to the death, as Vampires and Zombie robed creatures wonder the Haunted ...",Stephen Lestat|Logan Littlefield|Ronee Collins|Simone Leorin|Norman Newkirk|Jareth Hixon|Angela Garner|Chelsey Tillich|Tom Ricciardelli|Gabrielle Urban|Tiffany Black|Kitna Adams|Tess Beiker|Shelby Bryant|John Bunn,English,,
Pray Akom,The Forest,en,"Deep in the Ratanakiri province, a group of archaeologists find themselves lost in the forests when their tour guide is killed by a monstrous giant python. Forced to band together with a group of temple-hunting robbers, if they are to stand any chance of escaping the forest alive.",,2005-02-15,,0.6,0,0.0,0,0,130,Released,False,,"Adventure, Horror",,,theforest,The Forest, Drama| Fantasy| Horror,9-Mar-16,USA,,6.6,109 min,"Directed by Paul Spurrier. With Tanapol Kamkunkam, Thidarat Kongkaew, Natpatson Lhakkum, Vithaya Pansringarm. A new teacher arrives at a small village in rural Thailand. He has just left the monkhood and has taken a job at the local school in a quest to discover life outside the monastery. He finds that one of his pupils is a mute girl who is being bullied by the other children in the class. Both the teacher and the girl must face the challenges and cruelties of the real world. The girl retreats into a ...",Tanapol Kamkunkam|Thidarat Kongkaew|Natpatson Lhakkum|Vithaya Pansringarm|Asanee Suwan|Pongsanart Vinsiri|Ramphai Wintawong|Wannasa Wintawong,Thai,,
Pray Akom,The Forest,en,"Deep in the Ratanakiri province, a group of archaeologists find themselves lost in the forests when their tour guide is killed by a monstrous giant python. Forced to band together with a group of temple-hunting robbers, if they are to stand any chance of escaping the forest alive.",,2005-02-15,,0.6,0,0.0,0,0,130,Released,False,,"Adventure, Horror",,,theforest,The Forest, Horror| Mystery| Thriller,8-Jan-16,USA,PG-13,4.8,93 min,"Directed by Jason Zada. With Natalie Dormer, Eoin Macken, Stephanie Vogt, Osamu Tanpopo. A woman goes into Japan's Suicide Forest to find her twin sister, and confronts supernatural terror.",Natalie Dormer|Eoin Macken|Stephanie Vogt|Osamu Tanpopo|Yasuo Tobishima|Ibuki Kaneda|Akiko Iwase|Kikuo Ichikawa|Noriko Sakura|Jozef Aoki|Yûho Yamashita|Taylor Kinney|Gen Seto|Terry Diab|Nadja Mazalica,English|Japanese,"Tara National Forest, Serbia","$10,000,000 "
The Road,The Road,en,The road through the wood is said to be haunted; but are the ghosts from the past or the future?,,1964-06-17,,0.6,0,0.0,0,0,0,Released,False,,"Drama, Fantasy, Horror, Mystery, Science Fiction, Thriller, TV Movie",,,theroad,The Road, Crime| Drama| Horror| Thriller,11-May-12,USA,R,5.6,110 min,"Directed by Yam Laranas. With Carmina Villaroel, Rhian Ramos, TJ Trinidad, Barbie Forteza. A 12 year old cold case is reopened when three teens are missing in an old abandoned road where a gruesome murder is left undiscovered for three decades.",Carmina Villaroel|Marvin Agustin|Rhian Ramos|TJ Trinidad|Barbie Forteza|Alden Richards|Louise de los Reyes|Derrick Monasterio|Lexi Fernandez|Ynna Asistio|Renz Valerio|Jaclyn Jose|John Regala|Allan Paule|Lloyd Samartino,Filipino|Tagalog|English,"Novaliches, Quezon City, Metro Manila, Philippines","$300,000 "
Reel Nightmare,Reel Nightmare,en,"Three beautiful, vengeful witches awakened by an ancient book, the Necronomicon, bring production of a film in their old family home to a deadly halt.",,2017-02-07,/iNMM6v6RL6Wb4n4sLnc73xIbjEY.jpg,0.6,6,5.0,0,0,78,Released,False,/oM0z3WV3DKM52BK6sIWZExQXJEE.jpg,Horror,,,reelnightmare,Reel Nightmare, Fantasy| Horror| Mystery,7-Feb-17,USA,,3.8,78 min,"Directed by Armand Petri. With Madeleine Heil, Garrett Morosky, Andres Mejia Vallejo, Armand Petri. Three beautiful, vengeful witches awakened by an ancient book, the Necronomicon, bring production of a film in their old family home to a deadly halt.",Madeleine Heil|Garrett Morosky|Andres Mejia Vallejo|Armand Petri|Eric Saleh|Hailey Chown|Mari-Liis Userdnov|Keith Edie|Christine Uhebe|Eliza Bone|Kate Mccafferty|Daniel R. Murphy|Pete Turner|Chris Riley|Amanda Arentsen,English,,"$100,000 "
Catalina,Catalina,en,"Young college student, Catalina (played by Kara Saadet Schwarz), begins to experience extremely disturbing cases of sleep paralysis which may have rooted from an unsolved, brutal death in her family.",Evil will consume you,2016-12-01,,0.6,1,2.0,0,0,45,Released,False,,Horror,,,catalina,Catalina, Horror,1-Dec-16,USA,,3.3,45 min,"Directed by Christian Obando. With Lena Marie, Cristian Sanchez, Kara Saadet Schwarz, Candice Marie Singleton. Young college student, Catalina (played by Kara Saadet Schwarz), begins to experience extremely disturbing cases of sleep paralysis which may have rooted from an unsolved, brutal death in her family.",Lena Marie|Cristian Sanchez|Kara Saadet Schwarz|Candice Marie Singleton,English,"Fort Lauderdale, Florida, USA",$100 
Pregnant,Pregnant,en,"A personal quest for inner salvation, we witness a shaman intent on oblivion through Clubland, a desert drifter get's in touch with a purer world after escaping a violent cult - a nymphomaniac develops pregnancy addiction - while a philosopher and preacher descended into the madness of an existential demon psyche. All are a springboard into the hysteria of the other side and the cost of being reborn",,2015-08-31,,0.6,1,10.0,0,0,88,Released,False,,"Drama, Horror, Thriller",,,pregnant,Pregnant, Drama| Horror| Thriller,31-Aug-15,UK,,5.0,90 min,"Directed by Fabrizio Federico. With Nicholas Adamson, Jason Thomas Brown, Joshua Cauldwell, Lucie Eadon. Dive into a Pop Symphony for Film. Composed of movements depicting a trip through a VHS tape into the depths of 21st century digital technology addiction and the fast lane to hysteria.",Nicholas Adamson|Jason Thomas Brown|Joshua Cauldwell|Lucie Eadon|Elay Elay|Fabrizio Federico|Tobias Fries|Andris Hagurs|Kaspars Hagurs|Jason Marshall|Sabrina Pegeot|Laura Grace Robles|Liam Rodgers|Stefan Scally|Conrad Williams,English,UK,"  £1,000  "
Scary Tales,Scary Tales,en,"A horror anthology featuring the tales, ""The Bully,"" ""Curiosity Kills,"" ""Majority rules,"" ""The Bridge,"" and a wrap-around.",,2014-07-18,/i5KkADmK0UHMesHM4qt7s4BQS9l.jpg,0.6,0,0.0,0,0,84,Released,False,,Horror,,,scarytales,Scary Tales, Horror,18-Jul-14,USA,NOT RATED,5.6,,"Directed by Geno McGahee. With Crystal Aya, Forris Day Jr., Artin DuPlessis, Kate Lago. A horror anthology featuring five tales.",Crystal Aya|Forris Day Jr.|Artin DuPlessis|Kate Lago|Logan Lopez|Tim Pieciak|Sarah Surprenant|Jaki Valensi-Lauper,English,,"$200,000 "
Pwera Usog,Pwera Usog,tl,"A story of a group of pranksters who scares a homeless girl and accidentally injuring her. One by one, they start encountering a shadow whose glare causes them to fall severely ill and die.",,2017-03-08,/m0drKTvXkmhrXyNwQ5VuMZe6V7b.jpg,0.6,3,8.3,0,0,93,Released,False,/gVAfh499NHURl6Fo0b1xvLVQMA3.jpg,Horror,,,pwerausog,Pwera usog, Horror,8-Mar-17,Philippines,,7.1,93 min,"Directed by Jason Paul Laxamana. With Joseph Marco, Sofia Andres, Albie Casiño, Devon Seron. It tells the story of a group of pranksters who scares a homeless girl and accidentally injuring her. One by one, they start encountering a shadow whose glare causes them to fall severely ill and die.",Joseph Marco|Sofia Andres|Albie Casiño|Devon Seron|Kiko Estrada|Aiko Melendez|Eula Valdez|Cherise Castro|Rommel Padilla|Ashley Sarmiento|Gelo Alvaran|Pontri Bernardo|Erlinda Villalobos|Basti Santos,Filipino|Tagalog,,
The Haunting of Mia Moss,The Haunting of Mia Moss,en,Upon returning to her childhood hometown Mia Moss (Nicola Fiore) begins experiencing disturbing nightmares and episodes of sleep paralysis; the phenomenon in which a person wakes up after entering deep sleep and finds that although they are fully awake their body is not.. Leaving them essentially paralyzed.. It's in these moments that a group of shadow beings begin pursuing her.,You will see them.,2017-01-13,/1GRsgWx8VK5T7f0If5X9l55RYyv.jpg,0.6,3,5.3,30000,0,0,Released,False,,Horror,,,thehauntingofmiamoss,The Haunting of Mia Moss, Horror,13-Jan-17,USA,,,,"Directed by Jake Zelch. With Nicola Fiore, Brinke Stevens, Curtis Carnahan, Jake Zelch.",Nicola Fiore|Brinke Stevens|Curtis Carnahan|Jake Zelch|Haley Bordelon|Asalee Biagioli|Emily Christina|Erin Felts|Jerri Gerth|Dustin Hubbard|Justin Isom Jr.|Erik Kommer|Mackenzie Lampkin-Isom|Ben Milke|Destinie Orndoff,English,,"$30,000 "
